particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
44,32,0,-331.4946822651,183.6294614571,6658.6810075557,6658.6810075557,-0.6653411634,0.3685616876,943.3344289586,0.3548,0
44,13,0,-331.4946822651,183.6294614571,6658.6810075557,6658.6810075557,-0.6191264069,0.3037794781,837.7141563239,0.1056579999,-1
44,-13,0,-331.4946822651,183.6294614571,6658.6810075557,6658.6810075557,-0.0462147563,0.0647822094,105.620272358,0.1056580001,1
45,32,0,-94.8435622745,272.7981536905,11089.5818368971,11089.5818368971,-0.0669412641,0.1925428866,331.7293592227,0.3548,0
45,13,0,-94.8435622745,272.7981536905,11089.5818368971,11089.5818368971,-0.10378285,-0.0354995341,143.9385025645,0.105658,-1
45,-13,0,-94.8435622745,272.7981536905,11089.5818368971,11089.5818368971,0.0368415859,0.2280424208,187.7908566512,0.105658,1
46,32,0,-140.2118877858,230.3841349398,12735.6705637477,12735.6705637477,-0.0668717423,0.1098779051,224.1587313187,0.3548,0
46,13,0,-140.2118877858,230.3841349398,12735.6705637477,12735.6705637477,-0.1304661735,0.0422806457,58.0497088306,0.105658,-1
46,-13,0,-140.2118877858,230.3841349398,12735.6705637477,12735.6705637477,0.0635944312,0.0675972595,166.109022488,0.105658,1
47,32,0,-187.3586769482,385.2617523812,509.0467913756,509.0467913756,-0.0947263707,0.1947838668,237.6265404219,0.3548,0
47,13,0,-187.3586769482,385.2617523812,509.0467913756,509.0467913756,-0.0057565473,0.0333384882,168.6187730316,0.105658,-1
47,-13,0,-187.3586769482,385.2617523812,509.0467913756,509.0467913756,-0.0889698234,0.1614453786,69.0077673817,0.105658,1
48,32,0,-464.75012094,188.6611464501,11997.476490476,11997.476490476,-0.9643611827,0.3914737794,975.2547346662,0.3548000002,0
48,13,0,-464.75012094,188.6611464501,11997.476490476,11997.476490476,-0.8492474035,0.3350701572,759.7536916421,0.105658001,-1
48,-13,0,-464.75012094,188.6611464501,11997.476490476,11997.476490476,-0.1151137797,0.0564036224,215.5010435047,0.105658,1
49,32,0,-414.7105565317,176.2625934994,6715.9994174829,6715.9994174829,-0.34779042,0.1478198239,394.1580334534,0.3547999999,0
49,13,0,-414.7105565317,176.2625934994,6715.9994174829,6715.9994174829,-0.0719921845,-0.0640258345,153.1792587097,0.105658,-1
