particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
715,-13,0,-138.8347334417,428.7672822953,938935.3434129261,938935.3434129261,-0.0294254918,0.5103539773,456.3341703943,0.1056579995,1
716,32,0,-210.0459897677,279.3309262467,736731.1561114657,736731.1561114657,-0.1523017965,0.2025394626,340.7912925717,0.3548,0
716,13,0,-210.0459897677,279.3309262467,736731.1561114657,736731.1561114657,-0.1444589087,0.0130817346,86.434138639,0.105658,-1
716,-13,0,-210.0459897677,279.3309262467,736731.1561114657,736731.1561114657,-0.0078428878,0.189457728,254.3571539115,0.105658,1
717,32,0,-299.774693875,520.6782775012,813103.2569717276,813103.2569717276,-0.1667615595,0.2896479367,261.4561354503,0.3548,0
717,13,0,-299.774693875,520.6782775012,813103.2569717276,813103.2569717276,-0.1607192428,0.0310674829,138.4194603335,0.105658,-1
717,-13,0,-299.774693875,520.6782775012,813103.2569717276,813103.2569717276,-0.0060423167,0.2585804538,123.0366751228,0.105658,1
718,32,0,-238.7226573392,518.5846362416,239493.3751813712,239493.3751813712,-0.1247568769,0.271013235,245.6228194287,0.3548,0
718,13,0,-238.7226573392,518.5846362416,239493.3751813712,239493.3751813712,0.0271244467,0.0016977011,105.5373208987,0.105658,-1
718,-13,0,-238.7226573392,518.5846362416,239493.3751813712,239493.3751813712,-0.1518813236,0.2693155339,140.0854985306,0.105658,1
719,32,0,-261.5676812595,175.4526028278,521623.863266734,521623.863266734,-0.2711858442,0.1819042092,487.282473656,0.3548,0
719,13,0,-261.5676812595,175.4526028278,521623.863266734,521623.863266734,-0.0750813548,0.1838610051,154.2017090357,0.1056579999,-1
719,-13,0,-261.5676812595,175.4526028278,521623.863266734,521623.863266734,-0.1961044893,-0.001956796,333.0807646155,0.1056579999,1
720,32,0,-238.7226573392,518.5846362416,103501.5444625837,103501.5444625837,-0.1247568769,0.271013235,245.6228194287,0.3548,0
720,13,0,-238.7226573392,518.5846362416,103501.5444625837,103501.5444625837,-0.0023126175,0.051665073,25.7650245568,0.105658,-1
720,-13,0,-238.7226573392,518.5846362416,103501.5444625837,103501.5444625837,-0.1224442594,0.2193481621,219.8577948724,0.105658,1
721,32,0,-340.8871352042,173.3046266433,583614.5246338163,583614.5246338163,-0.3859811725,0.1962301186,532.1736502204,0.3548,0
721,13,0,-340.8871352042,173.3046266433,583614.5246338163,583614.5246338163,-0.3860045814,0.2029350527,456.1630895153,0.1056579998,-1
721,-13,0,-340.8871352042,173.3046266433,583614.5246338163,583614.5246338163,2.34089e-05,-0.0067049341,76.0105607079,0.105658,1
722,32,0,-175.3469528664,167.5176165579,252375.9116552776,252375.9116552776,-0.1813638141,0.1732658217,486.1275957592,0.3548,0
722,13,0,-175.3469528664,167.5176165579,252375.9116552776,252375.9116552776,-0.1591957717,0.2253176795,271.5147851398,0.105658,-1
722,-13,0,-175.3469528664,167.5176165579,252375.9116552776,252375.9116552776,-0.0221680424,-0.0520518578,214.6128106361,0.105658,1
723,32,0,-233.6060170724,303.7214314799,263679.5906861123,263679.5906861123,-0.1259790491,0.1637908886,253.4615923871,0.3548,0
723,13,0,-233.6060170724,303.7214314799,263679.5906861123,263679.5906861123,0.0880456398,0.0674966089,93.9254935147,0.105658,-1
723,-13,0,-233.6060170724,303.7214314799,263679.5906861123,263679.5906861123,-0.2140246889,0.0962942798,159.5360988757,0.105658,1
724,32,0,-233.6060170724,303.7214314799,220078.6085467134,220078.6085467134,-0.1259790491,0.1637908886,253.4615923871,0.3548,0
724,13,0,-233.6060170724,303.7214314799,220078.6085467134,220078.6085467134,-0.0152687984,0.1015407076,40.4238266939,0.105658,-1
724,-13,0,-233.6060170724,303.7214314799,220078.6085467134,220078.6085467134,-0.1107102507,0.062250181,213.0377656965,0.105658,1
725,32,0,-138.8347334417,428.7672822953,384224.8926298099,384224.8926298099,-0.3017685396,0.9319604209,1021.5830729775,0.3548,0
725,13,0,-138.8347334417,428.7672822953,384224.8926298099,384224.8926298099,0.0328816061,0.1766376364,218.3380479354,0.1056579999,-1
725,-13,0,-138.8347334417,428.7672822953,384224.8926298099,384224.8926298099,-0.3346501457,0.7553227845,803.2450250324,0.1056579994,1
726,32,0,-210.0459897677,279.3309262467,122962.2380953585,122962.2380953585,-0.1523017965,0.2025394626,340.7912925717,0.3548,0
726,13,0,-210.0459897677,279.3309262467,122962.2380953585,122962.2380953585,-0.1752621101,0.2404455474,223.6551550135,0.105658,-1
726,-13,0,-210.0459897677,279.3309262467,122962.2380953585,122962.2380953585,0.0229603136,-0.0379060848,117.136137537,0.105658,1
727,32,0,-299.774693875,520.6782775012,282244.136515358,282244.136515358,-0.1667615595,0.2896479367,261.4561354503,0.3548,0
727,13,0,-299.774693875,520.6782775012,282244.136515358,282244.136515358,-0.0431793529,-0.0357696062,80.3254637265,0.105658,-1
727,-13,0,-299.774693875,520.6782775012,282244.136515358,282244.136515358,-0.1235822066,0.3254175429,181.1306717299,0.105658,1
728,32,0,-340.0488830034,162.3123278223,671277.0724745423,671277.0724745423,-0.8984765081,0.428861322,1241.8331008211,0.3548000004,0
728,13,0,-340.0488830034,162.3123278223,671277.0724745423,671277.0724745423,-0.5645604036,0.1134077524,679.1301685389,0.1056579996,-1
728,-13,0,-340.0488830034,162.3123278223,671277.0724745423,671277.0724745423,-0.3339161043,0.3154535695,562.7029319885,0.1056580002,1
729,32,0,-210.0459897677,279.3309262467,890527.2624179986,890527.2624179986,-0.1523017965,0.2025394626,340.7912925717,0.3548,0
729,13,0,-210.0459897677,279.3309262467,890527.2624179986,890527.2624179986,0.0618452765,0.1433435273,161.8749588519,0.105658,-1
729,-13,0,-210.0459897677,279.3309262467,890527.2624179986,890527.2624179986,-0.214147073,0.0591959352,178.9163336986,0.105658,1
730,32,0,-377.2222192475,469.5274621884,685194.8863361838,685194.8863361838,-0.2186914486,0.2722046466,272.4785964568,0.3548,0
730,13,0,-377.2222192475,469.5274621884,685194.8863361838,685194.8863361838,0.0484202805,0.0989120465,112.0754430241,0.105658,-1
730,-13,0,-377.2222192475,469.5274621884,685194.8863361838,685194.8863361838,-0.2671117292,0.1732926,160.4031534198,0.105658,1
731,32,0,-381.7373102293,328.3124887809,718467.5233831478,718467.5233831478,-0.0684267657,0.0588503171,84.2479344614,0.3548,0
731,13,0,-381.7373102293,328.3124887809,718467.5233831478,718467.5233831478,-0.1339206686,0.1255902623,60.959020594,0.105658,-1
731,-13,0,-381.7373102293,328.3124887809,718467.5233831478,718467.5233831478,0.0654939029,-0.0667399452,23.2889138673,0.105658,1
732,32,0,-381.7373102293,328.3124887809,326800.6788208275,326800.6788208275,-0.0684267657,0.0588503171,84.2479344614,0.3548,0
